title,description
"De la Passion au Succès : Guide Complet pour Lancer et Développer son Activité de Thérapeute du Bien-Être","Bienvenue dans cette formation conçue pour vous aider à acquérir les connaissances et les compétences essentielles afin de lancer et de développer une activité de thérapeute du bien-être."
